gamma_true,gamma_hat
1.0,0.9999775886535645
1.0,0.999987006187439
1.0,0.9999897480010986
1.0,0.9999885559082031
0.800000011920929,0.7942769527435303
0.800000011920929,0.795146644115448
0.800000011920929,0.7909260988235474
0.800000011920929,0.7844898700714111
0.800000011920929,0.780470073223114
0.800000011920929,0.7902112007141113
0.800000011920929,0.798298180103302
0.800000011920929,0.8014676570892334
0.800000011920929,0.8050568699836731
0.800000011920929,0.8034151792526245
0.800000011920929,0.8008053302764893
0.800000011920929,0.7949908375740051
0.800000011920929,0.789892315864563
0.800000011920929,0.7998968362808228
0.800000011920929,0.7833867073059082
1.0,0.9999774694442749
1.0,0.9999797344207764
1.0,0.9999808073043823
0.800000011920929,0.7802488803863525
0.800000011920929,0.8075883388519287
0.800000011920929,0.808085024356842
0.800000011920929,0.8056004047393799
0.800000011920929,0.8030291795730591
